text,language
    అదిప్పుడు శక్తిని మహాశక్తిని అంటూ తిరబడుతోంది. అప్పుడే మనమీద అది రెండు విజయాలని సాధించింది.  ...,Telgu
சினிமா,Tamil
ವಿಜಯ್ ಹಜಾರೆ ಟ್ರೋಫಿ: ಗಂಭೀರ್ ಶತಕದಾಟ: ಸೆಮೀಸ್​ಗೆ ಲಗ್ಗೆಯಿಟ್ಟ ಡೆಲ್ಲಿ-ಮುಂಬೈ,Kannada
    అంబిక వట్టి మనిషి కాదు పైగా నెలలు అయిపోయి ఉంది.     పుట్టబోయే బిడ్డకోసం భార్యాభర్తలు ఎన్ని క...,Telgu
விநாயகர் சதுர்த்தி திருநாள் : தலைவர்கள் வாழ்த்து,Tamil
ರುಸ್ತುಂ ಚಿತ್ರದ ಫಸ್ಟ್ ಲುಕ್​ನಲ್ಲಿ ಶಿವಣ್ಣ ಮಿಂಚಿಂಗ್,Kannada
"    ఆమె నిస్సహాయంగా చూస్తూండిపోయింది. దిగులేసింది. చివరికి అంది......""చూడండి. ఈ విషయం ప్రప్రథమంగా ...",Telgu
தமிழ்நாடு,Tamil
ಕೊಹ್ಲಿ ಶತಕ; ಇಂಗ್ಲೆಂಡ್ ಗೆಲುವಿಗೆ 522 ರನ್ ಟಾರ್ಗೆಟ್ ಕೊಟ್ಟ ಭಾರತ,Kannada
"    ""అబిమాన సంఘాలు లేకపోతే 'చెమ్చాగిరీ' మరో పేరు దానికి అంతే తేడా"" విమల హాస్యంగా అంది.     ""అబ్బో...",Telgu
“இஸ்லாமிய மதத்தில் மட்டும் ஏன் தலையிட வேண்டும்?”  முத்தலாக் விவாதம் ,Tamil
ಐಪಿಎಲ್ ಧೋನಿಯನ್ನ ಉಳಿಸಿಕೊಂಡ ಚೆನ್ನೈ,Kannada
    నిధి కోసం తంటాలు పడుతున్న ఆయన మిగిలిన లోకాన్ని పూర్తిగా మరచిపోయాడు. అందుకే తనమీద పడుతూన్న ప్లా...,Telgu
இந்தியா,Tamil
ಚಹಾಲ್-ಧೋನಿ ಕಮಾಲ್; ಆಸೀಸ್​ ನೆಲದಲ್ಲಿ ಭಾರತಕ್ಕೆ ಐತಿಹಾಸಿಕ ಸರಣಿ ಗೆಲುವು,Kannada
    . అగ్ని పావనదీప్తిమంతుడు. కాష్ఠాదులందు శయనించువాడు. సుకర్ముడు. అగ్ని హోమము చేయుడు.     అగ్న...,Telgu
 எம்எல்ஏக்கள் வழக்கு கடந்து வந்த பாதை,Tamil
ಎರಡೂ ಕೈಗಳಲ್ಲೂ ಒಂದೇ ಶೈಲಿಯಲ್ಲಿ ಬೌಲಿಂಗ್: ಕ್ರಿಕೆಟ್​ ಜಗತ್ತಿಗೆ ಅಚ್ಚರಿ ಮೂಡಿಸಿದ್ದಾನೆ ಭಾರತದ ಬೌಲರ್,Kannada
"    ""నేనే..."" యశస్వి కంఠం వినిపించింది.     ""వాటె సర్ ప్రైజ్"" గొంతులో అణువంత లాలిత్యాన్ని నింపుకున...",Telgu
தமிழ்நாடு,Tamil
ನಾಳೆ ಏಕದಿನ: ವಿರಾಟ್ ಕೊಹ್ಲಿ ಅನುಪಸ್ಥಿತಿ; ಮಾನ ಉಳಿಸಿಕೊಳ್ಳುತ್ತಾ ಕಿವೀಸ್?,Kannada
"   నన్నోసారి చూసి తల  తిప్పుకుని ""తన్మయీ.... నేను ఓసారి  హాస్పిటల్ దాకా  వెళ్ళొస్తాను. నువ్విక్కడే ...",Telgu
“மேற்குவங்க அரசின் தகவல்களை மத்திய அரசிடம் பகிர வேண்டாம்” மம்தா பானர்ஜி,Tamil
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ ಟೆಸ್ಟ್​​: ಆಂಗ್ಲರ 8 ವಿಕೆಟ್ ಪತನ; ಆದರೂ 233 ರನ್​ಗಳ ಮುನ್ನಡೆ,Kannada
మొదట ఫోలిసుల్నీ చూడగానే రాజేంద్ర తల్లితండ్రులు భయపడ్డారు. రాజేంద్రుకూఐరిస్ కూ మధ్య లవ్ ఎఫైర్ నడుస్త...,Telgu
இந்தியா,Tamil
ಮೈದಾನದಲ್ಲಿ ದಿಗ್ಗಜರ ದಾಖಲೆಗಳನ್ನು ಮುರಿಯುವ ವಿರಾಟ್ ಕೊಹ್ಲಿ,Kannada
"    ""అంతా చెప్తాను. ఈరాత్రే ఎందుకు వచ్చానో మీకర్ధం అవుతుంది. మానాన్నగారి పేరు విశ్వనాధంగారు. అయన బ్య...",Telgu
கீழடியில்  பழங்கால பொருட்கள் கண்டெடுப்பு,Tamil
ಚುನಾವಣೆಗೆ ಮುನ್ನ ಬಯೋಪಿಕ್ ಸಿನಿ​ ಪಾಲಿಟಿಕ್ಸ್​; ನಿತಿನ್​ ಗಡ್ಕರಿ ಜೀವನ ತೆರೆ ಮೇಲೆ,Kannada
    ఒరిజనల్ కాశీచరణ్ బెంగుళూరులో వున్న టైం లో న్యూడిల్లీ లోని యాడ్ ఏజెన్సీ కి జాబ్ కోసం అప్లయ్ చేసిన...,Telgu
தமிழ்நாடு,Tamil
ಯಶ್​​ ಹೀರೊ,Kannada
"    పద్మకు వళ్ళు మండిపోయింది.     ""ఎవరు రాసింది; మీ చెల్లెలేనా? చెప్పరేం""     ""ఆఁ"" అంటూ ఈ లోకం...",Telgu
பிரபாஸ் திருமணம் தள்ளிப்போவது ஏன்? ரகசியம் உடைத்தார் ராஜமவுலி !,Tamil
ಸಂಗೀತ್​ನಲ್ಲಿ ರೊಮ್ಯಾಂಟಿಕ್​ ಹಾಡಿಗೆ ಹೆಜ್ಜೆ ಹಾಕಿದ ಪ್ರಣಯದ ಹಕ್ಕಿಗಳಾದ ದಿಗ್ಗಿ-ಆ್ಯಂಡಿ,Kannada
                                                     వాడుఅందరం కలిసి చేసిన ఈ         అందమైన వస్తు...,Telgu
சினிமா,Tamil
ಬಾಲಿವುಡ್ ನಟ ಹೃತಿಕ್ ರೋಷನ್ ಹುಟ್ಟು ಹಬ್ಬದ ಅಪರೂಪದ ಕ್ಷಣಗಳು,Kannada
    ఉహు...అతని పెదవులు ఆమె కుడిచెంపకు దగ్గరగా జరిగాయి. ఆనీ ఆననట్లు....అంటీ అంటనట్లు ఆ చెంపమీద మృదు...,Telgu
ஆளுநரை சந்திக்க நேரம் கேட்கிறார் சுசுவாமி,Tamil
ಜಮ್ಮು ಕಾಶ್ಮೀರ್ ರಣಜಿ ತಂಡಕ್ಕೆ ಆಲ್ ರೌಂಡರ್ ಇರ್ಫಾನ್ ಪಠಾಣ್ ಕೋಚ್,Kannada
    అన్ని విషయాలు రాంసింగ్ కి చెప్పాను. ఈ విషయం కూడా రాంసింగ్ కి చెబితే ఏంపోయింది? నాలో నేను దాచుక...,Telgu
தமிழ்நாடு,Tamil
ಗ್ರಾಹಕರ ಮಾಹಿತಿ ಸೋರಿಕೆಯಾಗದಂತೆ ಸಂಪೂರ್ಣ ಹೊಣೆ ಹೊತ್ತ ಗೂಗಲ್​,Kannada
    బీరువాలో రహస్యంగా యింకేమయినా అరలున్నాయేమోనని క్షుణ్ణంగా వెతికి చూసింది కోమల. అలాంటి వేమీ కానరాలే...,Telgu
அரசியல்ல இதெல்லாம் வருடத்தில்  டிரான்ஸ்பர்! இது ரூபாவின் பயணம்,Tamil
ರೊಮಿಯೊ ಅಕ್ಬರ್​ ವಾಲ್ಟರ್ ಸಿನಿಮಾದಲ್ಲಿ ಜಾನ್​​​​ ಅಬ್ರಹಂ ಲುಕ್ಸ್​ ನೋಡಿದರೆ ದಂಗಾಗುತ್ತೀರಿ..!,Kannada
     పైగా నాలుగురోజుల్లో కలిసివస్తామని కబురు. ఆ కబురు కూడా అతికినట్లువుంది.          రామదూతని రమ్మ...,Telgu
இந்தியா,Tamil
ಇಂದು ಅಂಬರೀಶ್ ದಿನದ ಪುಣ್ಯತಿಥಿ; ಕಂಠೀರವ ಸ್ಟುಡಿಯೋದಲ್ಲಿ ಜಮಾಯಿಸಿದ ಜನರು,Kannada
    అతని కష్టాల్లో చాలాసార్లు అండగా నిలబడింది ఆమె. ఆ కృతజ్ఞతను ఎప్పుడూ కనబరుస్తుంటాడు ఆయన.  అందుకే శ...,Telgu
வயது பெண்ணை மணமுடித்த  வயது சிறுவன்,Tamil
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ 2ನೇ ಟೆಸ್ಟ್: ಭರ್ಜರಿ ಮುನ್ನಡೆ ಸಾಧಿಸಿದ ಆಂಗ್ಲರು,Kannada
"    ""బావకు కావలసిందే నాన్నా. ఆ ప్రాయశ్చిత్తం! అందుకు జాలి పడడం కూడా పాపమే. అత్తయ్యకిచ్చిన మాట నిల...",Telgu
இந்தியா,Tamil
ನ್ಯೂಜಿಲೆಂಡ್ ವಿರುದ್ಧ 2ನೇ ಏಕದಿನ: ಗೆಲುವಿಗೆ ಕೊಹ್ಲಿ ಪಡೆ ಹೀಗೆ ಮಾಡಿದ್ರೆ ಸಾಕು!,Kannada
"    ఛీ! అలా ఎక్కడా జరగదు!""     శ్రీరామ్ ఓ క్షణం ఆలోచించాడు.     ""పోనీ ఓ పనిచేస్తాను టీచర్. నాకంటే ...",Telgu
அரசுப் பேருந்துகள் நேருக்கு நேர் மோதி  பேர் காயம்,Tamil
ಐಪಿಎಲ್​ 2018: ರಾಜಸ್ಥಾನ್ ರಾಯಲ್ಸ್ ಮತ್ತು ಮುಂಬೈ ಇಂಡಿಯನ್ಸ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಫೋಟೋಗಳು,Kannada
రుక్మిణి మెల్లగా నిట్టూర్చింది. ఈ మనీ ఎవరు కనిపెట్టారోగాని చాలా విచిత్రమయిన ఆకర్షణ. భూమి గురుత్వాకర్...,Telgu
தமிழ்நாடு,Tamil
ಹೈದರಾಬಾದ್​ vs ಮುಂಬೈ: ಮುಂಬೈ ವಿರುದ್ಧ 1 ವಿಕೆಟ್​ಗಳ ರೋಚಕ ಜಯ ಸಾಧಿಸಿದ ಹೈದರಾಬಾದ್,Kannada
"    విశ్వరూపశర్మ చెబుతుంది శ్రద్ధగా వింటున్నది ఇందుమతి.     ""దేవులపల్లి కోట సంగతి చెప్పారు కాదు-...",Telgu
காலிஸ்தான் ஆதரவாளருடன் புகைப்படம்: சர்ச்சையில் மீண்டும் சித்து!,Tamil
ಸೆಂಚುರಿಯನ್ ಮೈದಾನದಲ್ಲಿ ತಿರುಗಿಬಿದ್ದ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ: ಭಾರತಕ್ಕೆ ಸೋಲು,Kannada
    భారతి చాలాసేపటిదాకా  అక్కడినుంచి  కదల్లేదు. గోడకానుకుని బద్ధకంగా  కూర్చుంది. రాధమ్మ కొంతసేపటికి ...,Telgu
இந்தியா,Tamil
ಗೂಗಲ್​ ಮ್ಯಾಪ್: ಏಷ್ಯಾ ಖಂಡಕ್ಕೆ ಮೋಡ್ ಪರಿಚಯ,Kannada
    సర్వస్వాన్ని త్యజించైనా సత్యాన్ని కాపాడాలి. అబద్ధం చెప్పనని వందమంది కొడుకుల్ని పోగొట్టుకున్న వ...,Telgu
தங்க காலணி விருது: ரொனால்டோ சாதனையை சமன் செய்தார் மெஸ்சி,Tamil
ಪಾರ್ವತಮ್ಮನ ಮಗಳಾದ ನೀರ್​ ದೋಸೆ ಹರಿಪ್ರಿಯ,Kannada
"    ""అసలు ఆ వూహే మనసులోకి రాకుండా అరికట్టడం బ్రహ్కయినా సాధ్యంకాదు! యవ్వనం ఉన్నంతవరకు ఈ స్పందన వుంటూన...",Telgu
விளையாட்டு,Tamil
ಸೆಂಚುರಿಯನ್​ನಲ್ಲಿ ಹರಿಣಗಳ ಫ್ರೈ: ಚಾಹಲ್ ಗೂಗ್ಲಿಗೆ ಮಕಾಡೆ ಮಲಗಿ ದಕ್ಷಿಣ ಆಫ್ರಿಕಾ,Kannada
"అదికాదు.""మరి?""మా అమ్మాయికింకా పెళ్ళి కాలేదు. అక్కడ వుద్యోగం చేస్తున్నది. నోటికి వచ్చిన అబద్ధాలాడ...",Telgu
ஆட்டோவை திருடிய கும்பல்: பைக்கில் விரட்டிப்பிடித்த தம்பதி!,Tamil
ಕಲರ್ಸ್​ ಕನ್ನಡದಲ್ಲಿ ನಾಳೆಯಿಂದ ಹೊಸ ಡಾನ್ಸ್​ ಶೋ 'ತಕಧಿಮಿತ',Kannada
    రాత్రంతా తల్లికి గురుబోధ జరిగి ఉంటుంది. నవ్వుకున్నాడు. అతను బయటికి వెళ్తూ రాధిక గదిలోకి తొంగి ...,Telgu
தமிழ்நாடு,Tamil
ಧೋನಿ ನಾಯಕತ್ವದ ಬಗ್ಗೆ ಟೀಕೆ: ಕುತೂಹಲ ಹೆಚ್ಚಿಸಿದೆ ಕೂಲ್ ಕ್ಯಾಪ್ಟನ್ ನಡೆ,Kannada
      ఒక్కసారి ప్రేమించిన ఆడది  అంత తేలికగా ద్వేషించలేదు రాబర్టు నువ్వేలాంటి  వాడివైనా  నీ  జీవితంల...,Telgu
வருடத்தில்  முதல்வர்கள்: சாதனை தமிழகம்!,Tamil
ಪಂದ್ಯ ಮುಗಿದ ಬಳಿಕ ಧೋನಿ ಬಗ್ಗೆ ಕ್ಯಾಪ್ಟನ್​​ ಕೊಹ್ಲಿ ಹೇಳಿದ್ದೇನು..?,Kannada
     అదంతా చూసి చులకనగా నవ్వుకుంది సుదీర. ఒకవైపు ఇరవయ్యో శతాబ్దం ముగిసిపోతున్నా ఈ ఇంటి మనుషులు ఇంకా ...,Telgu
தமிழ்நாடு,Tamil
ಅಂತರಾಷ್ಟ್ರೀಯ ಕ್ರಿಕೆಟ್​ಗೆ ಗುಡ್​ ಬೈ ಹೇಳಿದ ವೇಗಿ ಮುನಾಫ್ ಪಟೇಲ್,Kannada
    భర్త వాటిని  గౌరవిస్తున్నడా చిన్నబుచ్చుతున్నాడా అన్న ప్రసక్తే ఉండేది కాదు.  కానీ ఇప్పటి సంగతి అ...,Telgu
மிக விரைவில் தேர்தல் நடக்கும்: ஓபிஎஸ்,Tamil
ಹಸೆಮಣೆ ಏರಿದ ಪ್ಯಾರಾ ಒಲಂಪಿಕ್ ವಿಜೇತ ಗಿರೀಶ್,Kannada
"        వేరొకరు ఆ పనిచేస్తే- ""వాడుకున్నంతకాలం వాడుకుని వదిలేసేడ్రా.""         తను ప్రేమిస్తే రోమియ...",Telgu
தமிழ்நாடு,Tamil
ಪ್ರಿನ್ಸ್​ ಮಹೇಶ್​ ಬಾಬು ಜತೆ ಸೆಲ್ಫಿಗೆ ಇಲ್ಲಿದೆ ಸುವರ್ಣಾವಕಾಶ..!,Kannada
    కాలం కాక్ టైల్ లోని ఐస్ ముక్కలా కరుగుతోంది.     ఫిలమెంట్ తీగ మరింత ఎర్రబడి వెలుగును వంచుతోంది....,Telgu
குத்துச்சண்டை போட்டியால் மதுபான விடுதியில் தகராறு,Tamil
ಮೇ ಕ್ಕೆ ಔಟ್ ಆಗಲಿದೆ  ನಾಟ್ ಔಟ್: ಸಿನಿಮಾ ಪ್ರಚಾರಕ್ಕೆ ಮಾಡಿದ್ರು ಸ್ಪೆಷಲ್ ಟ್ರಿಕ್ಸ್ !,Kannada
    నీటి జంతువుగా మారినా పాట అలవాట్లు కొన్ని పోలేదు దానికీ. గాలి పీల్చుకోవడానికి మాటిమాటికీ నీటి...,Telgu
உலகம்,Tamil
ಅಬ್ಬಾ..! ಧೋನಿ ಮಿಂಚಿನ ಸ್ಟಂಪಿಂಗ್: ದಾಖಲೆ ಬರೆದ ಎಂಎಸ್​​ಡಿ,Kannada
"     పాలు ఎలా తేవాలా అని ఆలోచిస్తూ జితేంద్ర గదిలోకి వెళ్ళింది.          ""గుడ్ మార్నింగ్ మీరు ఇక్కడ...",Telgu
பிரபல எழுத்தாளர் பிரபஞ்சன் காலமானார்!,Tamil
ಶ್ರೀಮುರಳಿ ಜತೆ 'ಭರಾಟೆ'ಯಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳಲಿದ್ದಾರಾ ಪ್ರಿನ್ಸ್​ ಮಹೇಶ್ ಬಾಬು..?,Kannada
    ఏదో తెలియని ఆవేదన శృతిలో చోటుచేసుకోవడాన్ని గమనించాడు ధృతకుమార్.     అసలు అన్వేషి గురించి అంత ఎ...,Telgu
தமிழ்நாடு,Tamil
ವಿಡಿಯೋ: ರಸ್ತೆ ಬದಿಯಲ್ಲಿ ಭಾಂಗ್ರಾ ಸ್ಟೆಪ್ಸ್ ಹಾಕಿ ಸಂಭ್ರಮಿಸಿದ ಕ್ಯಾಪ್ಟನ್ ಕೊಹ್ಲಿ ಹಾಗೂ ಶಿಖರ್ ಧವನ್,Kannada
                            వ. సర్గ     .   అనిలకుమారుడా - రాత్రివేళను            సూక్ష్మరూ...,Telgu
தீ விபத்து எதிரொலி: ஆக்கிரமிப்புக்களை இடித்துத் தள்ளியது மும்பை மாநகராட்சி,Tamil
ಶಿವಣ್ಣ ಅಭಿನಯದ 'ಟಗರು' ಸಿನಿಮಾ ವಿಮರ್ಶೆ,Kannada
    నువ్వు వృద్ధికి  రావాలని  కాంక్ష  తప్ప అన్యం  నా మనసులో లేదు. నువ్వు బుద్ధిమంతుడివి .విద్యతో  ...,Telgu
இந்தியா,Tamil
'ಟಗರು' ಸಿನಿಮಾ ನೋಡಿ ನಟಿ ಮಾನ್ವಿತಾ ಹಾಗೂ ನಿರ್ದೇಶಕ ಸೂರಿಗೆ ಸಿನಿಮಾ ಆಫರ್​ ನೀಡಿದ ರಾಮ್​ಗೋಪಾಲ್​ ವರ್ಮಾ,Kannada
    అక్కడికి వెళ్ళాలంటే గేటు దాటాలి. ఆ గేటు దాటిన ప్రతి మనిషికి మరో ఆలోచన రాదు. శాంతం దయ ధర్మం నె...,Telgu
அழிவின் விளிம்பில் தோடர் கோடா மொழிகள்,Tamil
ಶಾರುಖ್​ಗೆ ಬಾಲಿವುಡ್​ನ ಕಿಂಗ್​ ಖಾನ್​ ಎನ್ನಲು ಕಾರಣ ಗೊತ್ತಾ..?,Kannada
"    ""క్షమించు సీతా!""     అయినా సీత మాట్లాడలేదు.     ధైర్యం చేసి సీత భుజం మీద చెయ్యి వేశాడు రామకృ...",Telgu
இந்தியா,Tamil
'ಬಾಹುಬಲಿ' ದಾಖಲೆ ದೂಳೆಬ್ಬಿಸಬೇಕಾಗಿದ್ದ '2.0' ಸಿನಿಮಾ ಎರಡು ದಿನದಲ್ಲಿ ಗಳಿಸೆದೆಷ್ಟು ಗೊತ್ತಾ..?,Kannada
    బైటకు చూడగానే రాకేష్ కి షాక్ తగిలినట్టయింది. సూర్యుడు నడినెత్తిన తీక్షణంగా ప్రకాశిస్తున్నాడు. ...,Telgu
சுதந்திரமாக இயங்கும் பயங்கரவாத அமைப்புகள்,Tamil
ಇಯರ್​ಫೋನ್​ ಬಳಸದೆ ಆಡಿಯೋ ಸಂದೇಶ ಆಲಿಸುವುದು ಹೇಗೆ? ಇಲ್ಲಿದೆ ವಾಟ್ಸಾಪ್​ ಟ್ರಿಕ್​,Kannada
     ఇంజన్లు వుండవు కాబట్టి దానిని గాల్లోకి తీసుకెళ్ళడానికి ఒక సాధనం వుంది. దాన్నే వించ్ అంటారు.   ...,Telgu
உலகம்,Tamil
ಫುಟ್ಬಾಲ್ ಪ್ಲೇಯರ್​ ಕ್ರಿಸ್ಟಿಯಾನೋ ರೊನಾಲ್ಡೊ ವಿರುದ್ಧ ಅತ್ಯಾಚಾರ ಆರೋಪ,Kannada
"    అతని మౌనాన్ని రాజశేఖరంగారు మరోలా అర్ధం చేసుకున్నారు.     ""ఇంకా ఎందుకోయ్ ఇంటి మీద బెంగ...నీ క...",Telgu
புதிய   ரூபாய் நோட்டுகள் விரைவில் வெளியீடு ரிசர்வ் வங்கி அறிவிப்பு,Tamil
 ಒಂದೇ ಪಂದ್ಯದಲ್ಲಿ  ವಿಕೆಟ್ ಕಿತ್ತ ಟಾಪ್  ಬೌಲರ್​​ಗಳು ಇವರೆ ನೋಡಿ,Kannada
                          హృదయాంజలి                                                        __పో...,Telgu
இந்தியா,Tamil
ಬಿಗ್ ಬಾಸ್ ಮನೆಯಿಂದ ಎಂ.ಜೆ. ರಾಕೇಶ್ ಔಟ್ ; ಇಂದು ನಡೆಯಲಿದೆ ಮತ್ತೊಂದು ಎಲಿಮಿನೇಷನ್​!,Kannada
     ప్రొఫెసర్ గుప్పు గుప్పున పైపు పొగ వదులుతున్నాడు.         పొగ ఆవరించిన అతడి ముఖాన్ని దీక్షగా చూ...,Telgu
சென்னையில் பல பேருந்துகளின் கண்ணாடி உடைப்பு,Tamil
ಸೋಷಿಯಲ್ ಮೀಡಿಯಾದಲ್ಲಿ ವಿಕೃತ ಮನಸ್ಸುಗಳಿವೆ: ನಿರ್ದೇಶಕ ಪ್ರೇಮ್ ಕಿಡಿ,Kannada
"    ""నీ అక్క నీకేం చెప్పలేదా!"" రాజ్ ఆతృతగా అడిగాడు.     ""అక్క పెదనాన్న గారింట్లో ఉంటుంది. నేను మా ...",Telgu
தமிழ்நாடு,Tamil
ಅತೀ ಹೆಚ್ಚು ಸಂಭಾವನೆ ಪಡೆಯುವ ಶ್ರೀಮಂತ ಆಟಗಾರರ ಪಟ್ಟಿಯಲ್ಲಿ ವಿರಾಟ್​ ಕೊಹ್ಲಿ,Kannada
"    ""అదేంటండీ?"" అన్నాడు.     వరదాచారి నెత్తి కొట్టుకుని ""నా కర్మరా! ఈ తలనొప్పి దాన్ని వదలటంలేదు! ...",Telgu
விநாயகர் ஊர்வல மோதல் : நெல்லையில்  தடை உத்தரவு,Tamil
`ಯುವರತ್ನ'ನಿಗಾಗಿ ಬಂದ ಗ್ಲಾಮರ್ ಬೆಡಗಿ: ನಟ ಆರ್ಯನ್​ ಪ್ರೇಯಸಿ ಈಗ ಪುನೀತ್​ ನಾಯಕಿ,Kannada
        సరిగ్గా అప్పుడే వినిపించిన గొంతు ఆ శభ్దానికి కుటుంబరావు గుండెల్లో బాంబు పడినట్టయింది.     ...,Telgu
தமிழ்நாடு,Tamil
ಕೊಪ್ಪಳದ ಗಾನ ಕೋಗಿಲೆ ಗಂಗಮ್ಮನಿಗೆ ಕೊನೆಗೂ ಸಿಕ್ಕಿತು ಸ್ಯಾಂಡಲ್​ವುಡ್​ನಲ್ಲಿ ಅವಕಾಶ!,Kannada
                                  ముఫ్ఫయి మూడు      చిల్లర దేవుళ్ళు:          ఒక్కొక్కసారి మనకు...,Telgu
காபூலில் தொடர் குண்டுவெடிப்பு: க்கும் மேற்பட்டோர் பலி,Tamil
ಸಾಗರಿಕಾ,Kannada
"    నాలుగేళ్ళ వయసు వున్న ఒక పాప తనకి నాలుగింతలు బరువు వున్న వ్యాగుని మోసుకుంటూ వచ్చి ""రోడ్డు దాట...",Telgu
உலகம்,Tamil
ಡ್ಯಾನ್ಸ್ ಮಾಸ್ಟರ್ ಕರಣ್ ಮಹಾದೇವ್ ವಿರುದ್ಧ ಅತ್ಯಾಚಾರ ಆರೋಪ,Kannada
"        "" నాకేం ఇష్టం కలగలేదు పాపా. కాని ఆ తర్వాత అతను నిన్ను చాలా బాధపెట్టింవుంటాడు.""     పాప మౌన...",Telgu
அசைவ உணவு கொடுத்ததால் ஆத்திரம்: துப்பாக்கியால் சுட்ட வழக்கறிஞர்,Tamil
 ದ ಆಫ್ರಿಕಾ ಆಟಗಾರನನ್ನು ಹೀನಾಯವಾಗಿ ನಿಂದಿಸಿದ ಪಾಕ್ ತಂಡದ​ ನಾಯಕ!,Kannada
"        ""లోకంలో కల్లా నాకు యిదే అందమైన వూరు"" అంది రవణ.     ""మీకూనా?"" అంది అరవింద.     ""నా కెంద...",Telgu
தமிழ்நாடு,Tamil
ಇಲೆಕ್ಟ್ರಿಕ್​ ಕಾರು ಉತ್ಪಾದನೆಗೆ ಮುಂದಾದ ಮಾರುತಿ ಸುಜುಕಿ,Kannada
"     అతని మాటల్ని మధ్యలోనే అడ్డుకుంటూ అంది ""దివినించి దిగివచ్చిన దేవతవలె వచ్చింది మీ పాలికి. ఇహ ఇదేం...",Telgu
தனி நபர் ஆணையம் அதிகாரமற்றது : நீதியரசர் அரிபரந்தாமன்,Tamil
ಸಿನಿಮೋತ್ಸವಕ್ಕೆ ಚಾಲನೆ ನೀಡಲು ನಟಿ ಕರೀನಾ ಪಡೆದ ಹಣ ಎಷ್ಟು ಗೊತ್ತಾ?,Kannada
    భూపతిరాజు పోయాక నా తెలివితేటలన్నీ ప్రదర్శించి వాళ్ళ భూములు లాక్కున్నాను. వాళ్ళ  బంగారం దోచుకున...,Telgu
தமிழ்நாடு,Tamil
ಬೆಂಗಳೂರು ಸಿನಿಮೋತ್ಸವ: ಶನಿವಾರ ಪ್ರದರ್ಶನಗೊಳ್ಳಲಿರುವ ಸಿನಿಮಾಗಳ ವೇಳಾಪಟ್ಟಿ,Kannada
    'ఆ దిక్పాలురు ఆ విష్ణువు - ఆ బ్రహ్మ - మా మహేశ్వరులు నియమిస్తే పదవిని దక్కించుకున్న పిరికి పంద...,Telgu
டெல்லி மக்களுக்கு பிரதமர் மோடி நன்றி,Tamil
 ಈ ಪಾಲಿಸಿಯಿಂದ ನಿಮ್ಮ ವಿಮಾ ಮೊತ್ತವು 250 ಪಟ್ಟು ಹೆಚ್ಚಾಗಲಿದೆ,Kannada
"        ""యాభై రూపాయలు"" అన్నాడు తైనాతీ.     ""ఆల్ రైట్"" అన్నాడు శేషయ్య.     అందానికీ అలంకారాన...",Telgu
இந்தியா,Tamil
'ನಾಗರಹಾವು' ಸಿನಿಮಾದ ಟ್ರೇಲರ್​ ಬಿಡುಗಡೆ ಮಾಡಿದ ನಟ ಕಿಚ್ಚ ಸುದೀಪ್,Kannada
"నిశ్చేష్టురాలయింది సుజాత. ""పరిస్థితి అంతా వివరంగా మీ పేరెంట్స్ కి తెలియబరిచి పెళ్ళిచూపులు వాయిదా వె...",Telgu
மரியாதை செய்யாத மடாதிபதியை மன்னிக்கலாமா? கொதித்தெழுந்த பாரதிராஜா!,Tamil
ಟಗರು ಸಿನಿಮಾದ ವಿಲನ್​ ಪಾತ್ರದ ಹೆಸರುಗಳಲ್ಲಿ ಹೊಸ ಸಿನಿಮಾಗಳು,Kannada
    మర్డర్స్ చేసిన హీరోయే. అసలు మర్డర్స్ చేస్తేనే  హీరో అవుతాడని చెప్పే గొప్ప సందేశాత్మక చిత్రరాజా...,Telgu
தமிழ்நாடு,Tamil
 ಲಡಾಕ್​ನ ರಸ್ತೆಗಳಲ್ಲಿ ಮೊಬೈಲ್​ ಕ್ಯಾಮೆರಾ ಕಣ್ಣಿಗೆ ಸೆರೆ ಸಿಕ್ಕ ಪ್ರಕೃತಿಯ ಸೌಂದರ್ಯ..!,Kannada
"    ఒకరోజు ""అడ్డా"" విషయంలో తనకీ గురూగాడికి తగువు వచ్చింది. వాడు పెద్దవాడు కాబట్టి తనని తన్ని తగలేశ...",Telgu
மாணவர்கள் காப்பியடித்தால் கல்லூரிகளுக்கு ரூ அபராதம்  சென்னை பல்கலை அதிரடி,Tamil
ಅಪ್ಪಂದಿರ ದಿನವೇ ಖಾಸಗಿ ಫೋಟೋ ಹಾಕುವ ಮೂಲಕ ಟ್ರೋಲ್ ಆದ ಸನ್ನಿ ಕುಟುಂಬ,Kannada
"    ""మీతో  కొంచెం మాట్లాడాలి_"" వినయంగా అన్నాడు అతను  కూర్చోకుండానే . అతని వయస్సు ఇరవ్తే అయిదూ- ఆరూ...",Telgu
தமிழ்நாடு,Tamil
ಚಿತ್ರರಂಗಕ್ಕೆ ಒಬ್ಬರೇ ‘ಯಜಮಾನ’,Kannada
